Date,Open,High,Low,Close,Adj Close,Volume
29/12/2022,87.029999,89.364998,86.989998,88.949997,88.949997,18280700
30/12/2022,87.364998,88.830002,87.029999,88.730003,88.730003,19190300
03/01/2023,89.830002,91.550003,89.019997,89.699997,89.699997,20738500
04/01/2023,91.010002,91.239998,87.800003,88.709999,88.709999,27046500
05/01/2023,88.07,88.209999,86.559998,86.769997,86.769997,23136100
06/01/2023,87.360001,88.470001,85.57,88.160004,88.160004,26612600
09/01/2023,89.195,90.830002,88.580002,88.800003,88.800003,22996700
10/01/2023,86.720001,89.474998,86.699997,89.239998,89.239998,22855600
11/01/2023,90.059998,92.449997,89.739998,92.260002,92.260002,25998800
12/01/2023,92.400002,92.620003,90.57,91.910004,91.910004,22754200
13/01/2023,91.528,92.980003,90.93,92.800003,92.800003,18630700
17/01/2023,92.779999,92.970001,90.839996,92.160004,92.160004,22935800
18/01/2023,92.940002,93.587997,91.400002,91.779999,91.779999,19641600
19/01/2023,91.389999,94.400002,91.379997,93.910004,93.910004,28707700
20/01/2023,95.949997,99.419998,95.910004,99.279999,99.279999,53704800
23/01/2023,99.129997,101.400002,98.75,101.209999,101.209999,31791800
24/01/2023,99.550003,101.089996,98.699997,99.209999,99.209999,27391400
25/01/2023,97.199997,97.720001,95.262001,96.730003,96.730003,31000900
26/01/2023,98.279999,99.209999,96.82,99.160004,99.160004,24542100
27/01/2023,99.050003,101.580002,98.970001,100.709999,100.709999,29020400
30/01/2023,98.745003,99.408997,97.519997,97.949997,97.949997,24365100
31/01/2023,97.860001,99.910004,97.790001,99.870003,99.870003,22306800
01/02/2023,99.739998,102.190002,98.419998,101.43,101.43,26392600
02/02/2023,106.790001,108.82,106.540001,108.800003,108.800003,46622600
03/02/2023,103.510002,108.019997,103.300003,105.220001,105.220001,36823400
06/02/2023,102.684998,104.699997,102.209999,103.470001,103.470001,25573000
07/02/2023,103.629997,108.669998,103.547997,108.040001,108.040001,33738800
08/02/2023,102.690002,103.580002,98.455002,100,100,73546000
09/02/2023,100.540001,100.610001,93.860001,95.459999,95.459999,97798600
10/02/2023,95.739998,97.019997,94.529999,94.860001,94.860001,49325300
13/02/2023,95.010002,95.349998,94.050003,95,95,43116600
14/02/2023,94.660004,95.175003,92.650002,94.949997,94.949997,42513100
15/02/2023,94.739998,97.339996,94.360001,97.099998,97.099998,36964500
16/02/2023,95.540001,97.879997,94.970001,95.779999,95.779999,35642100
17/02/2023,95.07,95.75,93.449997,94.589996,94.589996,31095100
21/02/2023,93.239998,93.415001,92,92.050003,92.050003,28367200
22/02/2023,91.933998,92.360001,90.870003,91.800003,91.800003,29891100
23/02/2023,92.129997,92.129997,90.010002,91.07,91.07,32423700
24/02/2023,89.629997,90.129997,88.860001,89.349998,89.349998,31295600
27/02/2023,90.089996,90.449997,89.610001,90.099998,90.099998,22724300
28/02/2023,89.540001,91.449997,89.519997,90.300003,90.300003,30546900
01/03/2023,90.160004,91.199997,89.849998,90.510002,90.510002,26323900
02/03/2023,89.860001,92.480003,89.769997,92.309998,92.309998,23328600
03/03/2023,92.739998,94.110001,92.660004,94.019997,94.019997,30242500
06/03/2023,94.360001,96.300003,94.300003,95.580002,95.580002,28288200
07/03/2023,95.419998,96.089996,93.844002,94.169998,94.169998,24101500
08/03/2023,94.404999,96.239998,94.404999,94.650002,94.650002,25395200
09/03/2023,94.489998,95.919998,92.355003,92.660004,92.660004,24438900
10/03/2023,92.5,93.18,90.800003,91.010002,91.010002,32850100
13/03/2023,90.565002,93.080002,89.940002,91.660004,91.660004,31508600
14/03/2023,93.07,94.830002,92.779999,94.25,94.25,32303900
15/03/2023,93.540001,97.25,93.040001,96.550003,96.550003,38367300
16/03/2023,96.57,101.970001,95.870003,101.07,101.07,54499500
17/03/2023,100.839996,103.489998,100.75,102.459999,102.459999,76140300
20/03/2023,101.059998,102.580002,100.790001,101.93,101.93,26033900
21/03/2023,101.980003,105.959999,101.860001,105.839996,105.839996,33122800
22/03/2023,105.139999,107.510002,104.209999,104.220001,104.220001,32336900
23/03/2023,105.889999,107.100998,105.410004,106.260002,106.260002,31385800
24/03/2023,105.739998,106.160004,104.739998,106.059998,106.059998,25236200
27/03/2023,105.32,105.400002,102.629997,103.059998,103.059998,25393400
28/03/2023,103,103,100.279999,101.360001,101.360001,24913500
29/03/2023,102.720001,102.82,101.029999,101.900002,101.900002,26148300
30/03/2023,101.440002,101.610001,100.290001,101.32,101.32,25009800
31/03/2023,101.709999,104.190002,101.440002,104,104,28108000
03/04/2023,102.669998,104.949997,102.379997,104.910004,104.910004,20719900
04/04/2023,104.839996,106.099998,104.599998,105.120003,105.120003,20377200
05/04/2023,106.120003,106.540001,104.101997,104.949997,104.949997,21864200
06/04/2023,105.769997,109.629997,104.815002,108.900002,108.900002,34684200
10/04/2023,107.389999,107.970001,105.599998,106.949997,106.949997,19741500
11/04/2023,106.919998,107.220001,105.279999,106.120003,106.120003,18721300
12/04/2023,107.389999,107.586998,104.970001,105.220001,105.220001,22761600
13/04/2023,106.470001,108.264999,106.440002,108.190002,108.190002,21650700
14/04/2023,107.690002,109.580002,107.589996,109.459999,109.459999,20758700
17/04/2023,105.43,106.709999,105.32,106.419998,106.419998,29043400
18/04/2023,107,107.050003,104.779999,105.120003,105.120003,17641400
19/04/2023,104.214996,105.724998,103.800003,105.019997,105.019997,16732000
20/04/2023,104.650002,106.888,104.639999,105.900002,105.900002,22515300
21/04/2023,106.089996,106.639999,105.485001,105.910004,105.910004,22379000
24/04/2023,106.050003,107.32,105.360001,106.779999,106.779999,21410900
25/04/2023,106.610001,107.440002,104.559998,104.610001,104.610001,31408100
26/04/2023,105.559998,107.019997,103.269997,104.449997,104.449997,37068200
27/04/2023,105.230003,109.150002,104.419998,108.370003,108.370003,38235200
28/04/2023,107.800003,108.290001,106.040001,108.220001,108.220001,23957900
01/05/2023,107.720001,108.68,107.5,107.709999,107.709999,20926300
02/05/2023,107.660004,107.730003,104.5,105.980003,105.980003,20343100
03/05/2023,106.220001,108.129997,105.620003,106.120003,106.120003,17116300
04/05/2023,106.160004,106.300003,104.699997,105.209999,105.209999,19780600
05/05/2023,105.32,106.440002,104.738998,106.214996,106.214996,20705300
08/05/2023,105.794998,108.419998,105.790001,108.239998,108.239998,17266000
09/05/2023,108.779999,110.595001,107.724998,107.940002,107.940002,24782400
10/05/2023,108.550003,113.510002,108.480003,112.279999,112.279999,47533500
11/05/2023,115.860001,118.440002,114.93,116.900002,116.900002,57115100
12/05/2023,117,118.260002,116.550003,117.919998,117.919998,31272500
15/05/2023,116.489998,118.794998,116.480003,116.959999,116.959999,22107900
16/05/2023,116.830002,121.199997,116.830002,120.089996,120.089996,32370100
17/05/2023,120.18,122.279999,119.459999,121.480003,121.480003,26659600
18/05/2023,121.559998,123.900002,121.489998,123.519997,123.519997,27014500
19/05/2023,124.199997,126.478996,122.720001,123.25,123.25,30251300
22/05/2023,123.510002,127.050003,123.449997,125.870003,125.870003,29760200
23/05/2023,124.93,125.419998,123.050003,123.290001,123.290001,24477900
24/05/2023,121.879997,122.75,120.75,121.639999,121.639999,23087900
25/05/2023,125.209999,125.980003,122.900002,124.349998,124.349998,33812700
26/05/2023,124.065002,126,123.290001,125.43,125.43,25154700
30/05/2023,126.290001,126.379997,122.889999,124.639999,124.639999,27230700
31/05/2023,123.699997,124.900002,123.099998,123.370003,123.370003,41548800
01/06/2023,123.5,125.040001,123.300003,124.370003,124.370003,25017700
02/06/2023,124.489998,126.745003,124.349998,125.230003,125.230003,19362400
05/06/2023,124.610001,127.989998,124.379997,126.629997,126.629997,22672500
06/06/2023,126.599998,128.880005,125.970001,127.910004,127.910004,19450100
07/06/2023,127.574997,129.550003,122.629997,122.940002,122.940002,34179300
08/06/2023,122.584999,123.730003,122.010002,122.669998,122.669998,24815000
09/06/2023,122.559998,124.285004,122.419998,122.870003,122.870003,20304500
12/06/2023,123.394997,124.75,122.349998,124.349998,124.349998,22255700
13/06/2023,125.650002,125.860001,123.845001,124.43,124.43,19287700
14/06/2023,123.800003,124.790001,122.160004,124.379997,124.379997,24659600
15/06/2023,123.879997,126.160004,123.139999,125.790001,125.790001,24517100
16/06/2023,126.699997,126.699997,123.790001,124.059998,124.059998,56686800
20/06/2023,123.535004,125.175003,122.830002,123.849998,123.849998,22698000
21/06/2023,123.235001,123.410004,120.860001,121.260002,121.260002,22612000
22/06/2023,120.660004,123.934998,119.599998,123.870003,123.870003,20781900
23/06/2023,122.040001,123.440002,121.860001,123.019997,123.019997,29542900
26/06/2023,121.466003,122.720001,118.989998,119.089996,119.089996,23185000
27/06/2023,117.839996,119.894997,116.910004,119.010002,119.010002,27221700
28/06/2023,117.959999,121.269997,117.599998,121.080002,121.080002,19753100
29/06/2023,120.089996,120.910004,119.209999,120.010002,120.010002,18517500
30/06/2023,121.099998,122.029999,120.879997,120.970001,120.970001,23865800
